id,name,artist,popularity,album.id,album.name,album.release_date,playlist_id,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
3rMyMv8EjKXoPnaRo2hdJN,Stuntin' Like My Daddy - Street,Birdman,59,3DLSu5fxSIaG7Ph8G5YVBp,Like Father Like Son,2006-01-01,6s5MoZzR70Qef7x4bVxDO1,rap,0.71,0.881,5,-6.648,0,0.0398,0.00908,0,0.162,0.809,160.011,267293
3sjtQ07ptlPzw2N4YmGW3S,Super,Cordae,65,3N3alcn9EvmanafUt70Vxh,From a Birds Eye View,2022-01-14,6s5MoZzR70Qef7x4bVxDO1,rap,0.899,0.695,1,-4.749,1,0.346,0.113,0,0.112,0.394,139.027,177554
5cx2X3RlGDk6g4DkPq4NYw,Never Sleep (with Lil Baby feat. Travis Scott),NAV,69,29NWnawJBetVB3lOM9Sbp6,Demons Protected By Angels,2022-09-09,6s5MoZzR70Qef7x4bVxDO1,rap,0.814,0.676,1,-5.602,1,0.153,0.00913,0,0.13,0.51,139.946,185786
2mKouqwAIdQnMP43zxR89r,What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,73,6vMgb2mih3pPiWUxF8VEdI,Jealous Ones Still Envy (J.O.S.E),2001-12-04,6s5MoZzR70Qef7x4bVxDO1,rap,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-5,0.108,0.919,93.955,267093
1Y5Jvi3eLi4Chwqch9GMem,Super Gremlin,Kodak Black,73,7sX9VE0I4zbslanrLXR5aR,Back For Everything,2022-02-25,6s5MoZzR70Qef7x4bVxDO1,rap,0.825,0.414,2,-6.634,1,0.144,0.00265,0,0.357,0.106,72.993,200548
36N2bDLedBsK9VylCszIwH,Country Sh*t (Remix),Big K.R.I.T.,55,5ISEGqUm3wUvk00f1MLo4N,Country Sh*t (Remix),2011-01-01,6s5MoZzR70Qef7x4bVxDO1,rap,0.732,0.572,0,-6.157,1,0.0386,0.00117,0,0.378,0.239,128.05,242467
50a8bKqlwDEqeiEknrzkTO,ball w/o you,21 Savage,81,007DWn799UWvfY1wwZeENR,i am > i was,2018-12-21,6s5MoZzR70Qef7x4bVxDO1,rap,0.892,0.633,8,-7.471,1,0.0902,0.0467,1.89e-4,0.139,0.459,137.994,195047
5R2rsbwCDXORX2tLfprRmM,Yacht Club (feat. Juice WRLD),Lil Yachty,72,4qplno3lbet8WvuTGdDG3T,Nuthin' 2 Prove,2018-10-19,6s5MoZzR70Qef7x4bVxDO1,rap,0.721,0.508,7,-7.496,1,0.394,0.317,0,0.153,0.457,159.911,166343
2BqQQXuBOuhaWeUP7okEx0,Comfortable,K CAMP,64,7lrsfwcRiLCeWFM3u38DzB,Only Way Is Up (Deluxe),2014-09-04,6s5MoZzR70Qef7x4bVxDO1,rap,0.765,0.412,7,-8.932,0,0.0726,0.72,0,0.126,0.632,109.986,211573
2NyrXRn4tancYPW6JwtTl2,From The D To The A (feat. Lil Yachty),Tee Grizzley,72,3YuHePPmc5VN4usLuIBT91,From The D To The A (feat. Lil Yachty),2017-03-17,6s5MoZzR70Qef7x4bVxDO1,rap,0.851,0.625,10,-5.417,0,0.303,0.195,0,0.266,0.668,99.061,158684
2HbKqm4o0w5wEeEFXm2sD4,Money Trees,Kendrick Lamar,80,6PBZN8cbwkqm1ERj2BGXJ1,"good kid, m.A.A.d city",2012,6s5MoZzR70Qef7x4bVxDO1,rap,0.716,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994,386907
1q8DwZtQen5fvyB7cKbShC,Walkin,Denzel Curry,69,7KtyUeiJidoZO0ybxBXw0Q,Melt My Eyez See Your Future,2022-03-25,6s5MoZzR70Qef7x4bVxDO1,rap,0.557,0.654,11,-7.201,0,0.196,0.134,0,0.291,0.386,135.983,280000
6JVroX8e45PFqUKuVkLgPs,"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)",DJ Drama,56,7dRun7qvnfPxrC41bgI0WH,Quality Street Music,2012-10-02,6s5MoZzR70Qef7x4bVxDO1,rap,0.456,0.76,1,-3.015,0,0.0988,0.0337,0,0.228,0.189,148.063,198920
4at3d5QWnlibMVN75ECDrp,Pretty Little Fears (feat. J. Cole),6LACK,74,3fc97ZWLIMc1xawhxbKrh2,East Atlanta Love Letter,2018-09-14,6s5MoZzR70Qef7x4bVxDO1,rap,0.61,0.458,9,-11.336,1,0.36,0.696,1.03e-4,0.0852,0.246,192.099,240342
3LN41NUdHkyNqQhi9gExMm,Hypnotized (feat. Akon),Plies,66,3NoUdjYUcUuRMpOzyapnYW,The Real Testament,2007-08-06,6s5MoZzR70Qef7x4bVxDO1,rap,0.84,0.571,10,-7.421,1,0.0797,0.16,0,0.406,0.617,116.59,188493
0YAQnYt2oB8OdoaeqnHyTI,Tribe (with J. Cole),Bas,67,6sDQacCej53Q43vZF9PJ8i,Milky Way,2018-08-24,6s5MoZzR70Qef7x4bVxDO1,rap,0.755,0.594,7,-5.906,1,0.216,0.241,0,0.107,0.237,178.929,238053
7zBPzAjKAqQpcv8F8GCq5s,Uber Everywhere,MadeinTYO,57,7asvyIMzbsyAJpbC47wjBV,Uber Everywhere,2016-02-26,6s5MoZzR70Qef7x4bVxDO1,rap,0.779,0.455,1,-15.025,1,0.28,0.0542,0,0.177,0.197,140.181,153429
2d8JP84HNLKhmd6IYOoupQ,Trap Queen,Fetty Wap,73,2gKQvajkEEaDtkqJ8FJ4uw,Fetty Wap (Deluxe),2015-09-25,6s5MoZzR70Qef7x4bVxDO1,rap,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,222093
6MF4tRr5lU8qok8IKaFOBE,Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,73,2n3quCZ0anEa46j2IveacI,Revenge Of The Dreamers III,2019-07-05,6s5MoZzR70Qef7x4bVxDO1,rap,0.691,0.64,0,-6.441,1,0.369,0.511,0,0.409,0.163,138.672,202040
4kTLpAbhuEGHAAdDjOIWaa,Pursuit Of Happiness (Nightmare),Kid Cudi,72,6oPPKtAwNNlkW4wwHfQDfM,Man On The Moon: The End Of Day (Int'l Version),2009-01-01,6s5MoZzR70Qef7x4bVxDO1,rap,0.627,0.589,0,-9.056,1,0.0405,0.497,7.05e-5,0.324,0.247,115.284,295293
5gmkw2031VVIboYqPIjSWB,1 Scale (feat. G Herbo),Young Dolph,69,5LURLNXIyqBHpe5vvRTKHY,Rich Slave,2020-08-14,6s5MoZzR70Qef7x4bVxDO1,rap,0.878,0.635,6,-5.811,0,0.24,0.0289,0,0.276,0.331,135.035,176040
7AzlLxHn24DxjgQX73F9fU,No Idea,Don Toliver,79,7z4GhRfLqfSkqrj5F3Yt2B,Heaven Or Hell,2020-03-13,6s5MoZzR70Qef7x4bVxDO1,rap,0.652,0.631,6,-5.718,0,0.0893,0.524,5.79e-4,0.165,0.35,127.998,154424
4T0ScSPdQKmGvruK7pavNP,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,64,4DGTGynJ1c17ElQpAbDAqV,"Flex (Ooh, Ooh, Ooh) - Single",2015-02-10,6s5MoZzR70Qef7x4bVxDO1,rap,0.726,0.607,2,-7.68,1,0.0498,0.0389,0,0.19,0.891,81.997,176744
2skQvgSOisvVmAMrdjOqYA,GREENER KNOTS,Maxo Kream,53,6DY8Tci3yCd6teXbxoPGN6,WEIGHT OF THE WORLD,2021-10-18,6s5MoZzR70Qef7x4bVxDO1,rap,0.871,0.65,0,-8.529,1,0.0483,0.536,0,0.22,0.935,130.084,140320
4NTWZqvfQTlOMitlVn6tew,The Show Goes On,Lupe Fiasco,70,1j0apvEvaWbTmlZpKsfr2D,Lasers,2011-03-04,6s5MoZzR70Qef7x4bVxDO1,rap,0.591,0.889,7,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067,239613
0xta6Gah3inmeHbj0e3F9a,Headshots (4r Da Locals),Isaiah Rashad,66,6TQ8nqw43uUOWu7Yqp58ko,The House Is Burning,2021-07-30,6s5MoZzR70Qef7x4bVxDO1,rap,0.894,0.615,3,-6.269,1,0.0826,0.0308,0.00921,0.309,0.661,120,193209
4uQ7wYsuL0DryknoDc11Hk,Norf Norf,Vince Staples,64,4Csoz10NhNJOrCTUoPBdUD,Summertime '06,2015-06-30,6s5MoZzR70Qef7x4bVxDO1,rap,0.925,0.549,7,-6.572,1,0.0656,0.396,1.54e-4,0.11,0.0904,100.014,183160
3XOalgusokruzA5ZBA2Qcb,pushin P (feat. Young Thug),Gunna,77,02uWB8Kekadkl3yGBoOOcx,DS4EVER,2022-01-13,6s5MoZzR70Qef7x4bVxDO1,rap,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,136267
4P6BuLsqtg5uISdE77ypI9,Ayy Ladies (feat. Tyga),Travis Porter,66,7co2UrRxl2TBgj3BCXIvnC,From Day 1,2012-05-28,6s5MoZzR70Qef7x4bVxDO1,rap,0.905,0.782,10,-3.604,0,0.164,0.096,0,0.0623,0.798,96.055,211293
3KNxJvz0dM6aPb6bVJdyKi,We Set The Trends (feat. Migos & ‎Juelz Santana) - Remix,Jim Jones,60,7JZ79IAZ6xFXBqbzsb06YE,We Set The Trends (Remix) [feat. ‎Migos & Juelz Santana],2022-04-08,6s5MoZzR70Qef7x4bVxDO1,rap,0.801,0.794,6,-4.674,0,0.315,0.0771,0,0.204,0.757,119.044,217815
59rtiYOPgMEDf3yPEfU2la,Still Tippin' (feat. Slim Thug and Paul Wall),Mike Jones,66,1YU3MPIMY9rZOE899khVj2,Who Is Mike Jones?,2005-04-19,6s5MoZzR70Qef7x4bVxDO1,rap,0.86,0.861,6,-7.131,0,0.307,0.0361,4.07e-5,0.113,0.79,143.184,271053
3bMNprrp2JDKZsGbiXpsJl,My Chick Bad,Ludacris,67,00kSgH9g6nYBQhjnRQFBew,Battle Of The Sexes (Deluxe),2010-01-01,6s5MoZzR70Qef7x4bVxDO1,rap,0.624,0.723,1,-6.782,1,0.378,0.172,0,0.483,0.757,84.789,216933
0cNJ3huiV99wvUN1tmQLTL,"Beamer, Benz, Or Bentley",Lloyd Banks,58,0h8gzYOChHoUjn3xt4mDsS,H.F.M. 2 (Hunger For More 2),2010-01-01,6s5MoZzR70Qef7x4bVxDO1,rap,0.652,0.671,4,-5.376,0,0.315,0.00402,2.89e-5,0.598,0.518,159.963,208387
15EPc80XuFrb2LmOzGjuRg,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,76,18JrBX1QkpnUSJF3oxX6RX,At What Cost,2017-03-24,6s5MoZzR70Qef7x4bVxDO1,rap,0.728,0.607,1,-8.417,0,0.132,0.133,0,0.0864,0.445,129.938,176702
5qHirGR7M9tdm6C17DlzSY,REEL IT IN,Aminé,75,4mwO9qIVmngSe7yR5Ios0I,ONEPOINTFIVE,2018-08-15,6s5MoZzR70Qef7x4bVxDO1,rap,0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,121347
6lV2MSQmRIkycDScNtrBXO,Airplanes (feat. Hayley Williams of Paramore),B.o.B,75,7apLPYT8szV1IqTxyVSy5P,B.o.B Presents: The Adventures of Bobby Ray,2010-04-27,6s5MoZzR70Qef7x4bVxDO1,rap,0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.377,93.033,180480
6Hr77eZSmaVGgH0vVulMUH,Bounce,Flatbush Zombies,56,4Qohh8LwXoV7ucmjCU4MYL,3001: A Laced Odyssey,2016-03-11,6s5MoZzR70Qef7x4bVxDO1,rap,0.628,0.618,5,-8.4,0,0.313,0.0113,0,0.109,0.362,110.007,241520
0nbXyq5TXYPCO7pr3N8S4I,The Box,Roddy Ricch,80,52u4anZbHd6UInnmHRFzba,Please Excuse Me for Being Antisocial,2019-12-06,6s5MoZzR70Qef7x4bVxDO1,rap,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653
3NJG6vMH1ZsectZkocMEm0,Tiimmy Turner,Desiigner,68,7zf9kyxc3ZhJv79HrjTRir,Tiimmy Turner,2016-07-22,6s5MoZzR70Qef7x4bVxDO1,rap,0.603,0.725,6,-3.054,1,0.0393,0.174,0,0.0786,0.304,122.803,239853
22nyEAEM29tcBRhukR089b,Icon,Jaden,70,4IFpj2jyRcugt1yzH82m3E,SYRE,2017-11-17,6s5MoZzR70Qef7x4bVxDO1,rap,0.786,0.82,9,-5.093,0,0.232,0.222,0,0.575,0.49,119.982,220996
5Vvu6MkyvNVdbsD5oV49Aw,Reverse (feat. G-Eazy),VIC MENSA,58,21OHZ67Rh5SA48teJlEExi,HOOLIGANS,2018-12-14,6s5MoZzR70Qef7x4bVxDO1,rap,0.836,0.703,0,-4.731,1,0.106,0.031,0,0.124,0.211,144.959,211893
5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Logic,77,1HiN2YXZcc3EjmVZ4WjfBk,Everybody,2017-05-05,6s5MoZzR70Qef7x4bVxDO1,rap,0.62,0.574,5,-7.788,0,0.0479,0.569,0,0.19,0.357,100.023,250173
0fAehaneUJdlSlWXYe1KZp,Sunday (feat. Frank Ocean),Earl Sweatshirt,61,5vRfIDOPJHy3W2wHWbzLlE,Doris,2013-08-16,6s5MoZzR70Qef7x4bVxDO1,rap,0.716,0.568,2,-8.904,1,0.212,0.278,1.98e-6,0.385,0.905,136.894,205800
6jBCehpNMkwFVF3dz4nLIW,It's Tricky,Run–D.M.C.,70,7AFsTiojVaB2I58oZ1tMRg,Raising Hell,1986-05-15,6s5MoZzR70Qef7x4bVxDO1,rap,0.965,0.857,11,-8.458,0,0.17,0.00131,0,0.0726,0.951,127.656,183760
06kBwptOYkGn1xL5XvtsRT,Do Better,Ab-Soul,63,4XhdHEPifvpnVUa4S33548,Do Better,2022-10-21,6s5MoZzR70Qef7x4bVxDO1,rap,0.72,0.823,6,-6.209,1,0.0565,0.294,0.00531,0.1,0.648,88.014,231818
2xbI8Vmyv3TkpTdywpPyNw,Selfish,PnB Rock,72,7eFfp9r4A30ueN9A5EJbk2,GTTM: Goin Thru the Motions,2017-01-13,6s5MoZzR70Qef7x4bVxDO1,rap,0.638,0.6,1,-5.84,0,0.0438,0.114,0,0.187,0.0399,101.981,245604
4y4gIF4tD785sjnCFAtqRu,When I Come Around,Dom Kennedy,52,0NAIHlx4bGJYf5H4pWyDhn,"Il: From the Westside, With Love",2011-06-28,6s5MoZzR70Qef7x4bVxDO1,rap,0.814,0.568,1,-7.482,1,0.308,0.0256,0,0.575,0.56,97.977,223339
6V7g6qM8wheMivMWrzbPTM,Leave Me Alone,Flipp Dinero,69,3zMEkZNzS5yJDcnqPhIk10,LOVE FOR GUALA,2019-11-22,6s5MoZzR70Qef7x4bVxDO1,rap,0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,195637
1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston,78,2QLp07RO6anZHmtcKTEvSC,Boston,1976,7dowgSWOmvdpwNkGFMUs6e,rock,0.377,0.681,7,-8.039,1,0.0298,8.8e-4,0.0023,0.0504,0.285,108.789,285133
3qiyyUfYe7CRYLucrPmulD,Baba O'Riley,The Who,75,5MqyhhHbT13zsloD3uHhlQ,Who's Next (Deluxe Edition),1971-08-14,7dowgSWOmvdpwNkGFMUs6e,rock,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400
5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Öyster Cult,76,6C9WzlQANeoD0GW5B41YJt,Agents Of Fortune,1976,7dowgSWOmvdpwNkGFMUs6e,rock,0.333,0.927,9,-8.55,0,0.0733,0.0029,2.08e-4,0.297,0.385,141.466,308120
7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,Lynyrd Skynyrd,80,54V1ljNtyzAm053oJqi0SH,Second Helping (Expanded Edition),1974-04-15,7dowgSWOmvdpwNkGFMUs6e,rock,0.596,0.605,7,-12.145,1,0.0255,0.181,3.31e-4,0.0863,0.886,97.798,283800
43DeSV93pJPT4lCZaWZ6b1,The Boys Are Back In Town,Thin Lizzy,74,6Cf545T4jkaiyvMnTRPOB2,Jailbreak (Deluxe Edition),1976,7dowgSWOmvdpwNkGFMUs6e,rock,0.445,0.706,8,-9.803,1,0.0461,0.234,2.52e-4,0.205,0.768,80.823,266720
2lFFiNm0XtgJ6wkdncTB4k,Drive - 2017 Remaster,The Cars,70,7LPfdVDw4uXf9Bw5LQDESf,Heartbeat City (Expanded Edition),1984,7dowgSWOmvdpwNkGFMUs6e,rock,0.261,0.703,6,-7.871,1,0.0414,0.115,7.8e-4,0.102,0.405,83.495,234332
7N3PAbqfTjSEU1edb2tY8j,Jump - 2015 Remaster,Van Halen,77,3REUXdj5OPKhuDTrTtCBU0,1984 (Remastered),1984-01-04,7dowgSWOmvdpwNkGFMUs6e,rock,0.572,0.835,0,-6.219,1,0.0317,0.171,3.77e-4,0.0702,0.795,129.981,241600
70YvYr2hGlS01bKRIho1HM,La Grange - 2005 Remaster,ZZ Top,76,0Em8m9kRctyH9S3MTXAHvY,Tres Hombres (Expanded 2006 Remaster),1973-07-26,7dowgSWOmvdpwNkGFMUs6e,rock,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,230480
1bp2IO61zbQrbWNmKKxg3f,The Joker,Steve Miller Band,73,5uYNj1HkZrWKAkhEYcGmJr,The Joker,1973-01-01,7dowgSWOmvdpwNkGFMUs6e,rock,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-6,0.206,0.796,83.293,264504
2ccUQnjjNWT0rsNnsBpsCA,Surrender,Cheap Trick,67,5w20U3G3GyWiPvvDeVzkhN,Heaven Tonight,1978-04,7dowgSWOmvdpwNkGFMUs6e,rock,0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-6,0.659,0.869,133.849,253733
5XcZRgJv3zMhTqCyESjQrF,Poison,Alice Cooper,73,033cvSPAuSU5ArRfIgQSDU,Trash,1989-07-25,7dowgSWOmvdpwNkGFMUs6e,rock,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-6,0.18,0.26,118.698,270080
2K2M0TcglCRLLpFOzKeFZA,Sunshine Of Your Love,Cream,69,3W6CI0Lw7lElAPID2Fd3B4,Disraeli Gears (Deluxe Edition),1967-11,7dowgSWOmvdpwNkGFMUs6e,rock,0.683,0.594,2,-8.289,1,0.0347,0.385,8.61e-5,0.121,0.734,115.099,250400
3qLZ866ZfaK0B0R5FIqXLG,She Sells Sanctuary,The Cult,70,2hallpchkYldMa5lGGf1Ko,Love,1985-10-18,7dowgSWOmvdpwNkGFMUs6e,rock,0.55,0.765,7,-8.684,1,0.0287,4.76e-6,0.873,0.132,0.419,139.46,252533
1jzDzZWeSDBg5fhNc3tczV,Paranoid,Black Sabbath,81,132qAo1cDiEJdA3fv4xyNK,Paranoid (2009 Remastered Version),1970-09-18,7dowgSWOmvdpwNkGFMUs6e,rock,0.429,0.631,4,-11.514,0,0.0769,7.85e-5,0.00411,0.175,0.376,162.734,168440
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix,76,5z090LQztiqh13wYspQvKQ,Electric Ladyland,1968-10-25,7dowgSWOmvdpwNkGFMUs6e,rock,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-5,0.0842,0.564,113.253,240800
54b8qPFqYqIndfdxiLApea,Alone,Heart,74,56dfEbntfVTMCxjrjggL1e,Bad Animals,1987-06-06,7dowgSWOmvdpwNkGFMUs6e,rock,0.418,0.452,1,-13.099,1,0.0356,0.638,2.6e-4,0.0959,0.168,175.088,218733
7fURZRPkB2S70sYR1naKTK,Black Hole Sun,Soundgarden,50,1xHWwGSoF1DNE4hqgBRkJX,Superunknown,1994-01-01,7dowgSWOmvdpwNkGFMUs6e,rock,0.361,0.728,6,-8.519,1,0.0368,2.91e-4,1.12e-4,0.0701,0.155,105.768,318000
5tVA6TkbaAH9QMITTQRrNv,Free Fallin',Tom Petty,76,5d71Imt5CIb7LpQwDMQ093,Full Moon Fever,1989-01-01,7dowgSWOmvdpwNkGFMUs6e,rock,0.623,0.449,5,-13.333,1,0.0253,0.212,0,0.0613,0.572,84.383,256000
5MMnwYs0hIxkENRsbkWJ2G,Smoke On The Water - Remastered 2012,Deep Purple,72,32NQ56VZDTXSH3SMv4XSGN,Machine Head (Remastered),1972-03-25,7dowgSWOmvdpwNkGFMUs6e,rock,0.598,0.676,0,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169,340742
3QZ7uX97s82HFYSmQUAN1D,Tom Sawyer,Rush,71,2xg7iIKoSqaDNpDbJnyCjY,Moving Pictures (2011 Remaster),1981-02-12,7dowgSWOmvdpwNkGFMUs6e,rock,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,276880
3KPwt1LBpt1jVSHz8GXERo,Feel like Makin' Love - 2015 Remaster,Bad Company,65,1LgPUiosPMevbB4NHxcNiO,Straight Shooter,1975,7dowgSWOmvdpwNkGFMUs6e,rock,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,313840
0HOrDVS349XFcpCYsO2hAP,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,71,3TtCMt4XLddj9PQeVBfsK1,Not Fragile,1974,7dowgSWOmvdpwNkGFMUs6e,rock,0.475,0.439,11,-15.039,0,0.0427,1.46e-4,2.77e-4,0.223,0.76,118.392,234867
2wvMC5EyaaYQwBfiwwY2xE,Life's Been Good,Joe Walsh,65,5yqBTSoJqE9EfApl2Pptva,"But Seriously, Folks...",1978-06-01,7dowgSWOmvdpwNkGFMUs6e,rock,0.505,0.476,2,-12.897,1,0.0711,0.25,0.00915,0.113,0.542,99.31,536227
2f0P7iELCvAlV8j6Z3rGDE,Stranglehold,Ted Nugent,63,71SdSYZuuy7fCWbx0iqtac,Ted Nugent,1975,7dowgSWOmvdpwNkGFMUs6e,rock,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,503067
1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,Blur,79,7HvIrSkKGJCzd8AKyjTJ6Q,Blur (Special Edition),1997-02-10,7dowgSWOmvdpwNkGFMUs6e,rock,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,121160
4TIJ7zSBNejpoIPaWpWRKc,Rebel Yell,Billy Idol,73,2FZNWUmgRoP8uJZBaHJdfj,Rebel Yell,1983-11-01,7dowgSWOmvdpwNkGFMUs6e,rock,0.53,0.864,4,-4.948,0,0.061,7.53e-4,4.59e-4,0.354,0.484,166.312,288533
1ynmMEK1fkyiZ6Z6F3ThEt,Centerfold,The J. Geils Band,72,48joW5905AMbTFLvy8ZWch,Freeze Frame,1981,7dowgSWOmvdpwNkGFMUs6e,rock,0.653,0.677,0,-12.244,1,0.0396,0.249,0,0.403,0.888,114.37,216533
29SyMC0plk6qw8NMF7lfRL,You Really Got Me,The Kinks,71,08G3mGQXuHItbbsFAz50gJ,Kinks (Deluxe),1964-10-02,7dowgSWOmvdpwNkGFMUs6e,rock,0.573,0.939,8,-6.441,1,0.0808,0.493,0,0.0994,0.963,137.382,134253
6BD1X1PeV5UzYUdiVaD2yL,Show Me The Way,Peter Frampton,66,0mRXKbepKXO0Il8H1uMaaX,Frampton,1975-01-01,7dowgSWOmvdpwNkGFMUs6e,rock,0.7,0.726,2,-7.717,1,0.0329,0.434,1.1e-6,0.0963,0.641,130.109,243267
52KvuGmgcgRdrLMXOtda0E,The Stroke - Remastered,Billy Squier,68,6TwlLNU5Zd9qGuNgSLeWPt,Don't Say No,1981,7dowgSWOmvdpwNkGFMUs6e,rock,0.67,0.591,7,-6.012,1,0.0646,0.62,0,0.373,0.8,91.439,217613
1hHGUdFaiJHw9hVZGJWYO2,Midnight Rider,Allman Brothers Band,70,1K9yhJFW4FR8Rc1VURWA5T,Idlewild South (Deluxe Edition Remastered),1970-09-18,7dowgSWOmvdpwNkGFMUs6e,rock,0.585,0.532,7,-9.673,1,0.0268,0.209,0.00797,0.227,0.68,94.461,180067
2xt2piJx6jlFkjS77YiqpL,Like a Stone,Audioslave,48,7ysDeat0kDelEE7M6MUwXZ,Audioslave,2002,7dowgSWOmvdpwNkGFMUs6e,rock,0.614,0.568,7,-5.477,0,0.0276,0.00797,0,0.0997,0.516,107.849,293960
2Wf4IsWzhBgVR9uUDuktFB,All Right Now,Free,51,0t4DO10iV7YlQFJMQJcKjs,Fire And Water,1970,7dowgSWOmvdpwNkGFMUs6e,rock,0.785,0.479,2,-11.321,1,0.1,0.00604,2.52e-6,0.122,0.784,119.937,338427
63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,Steppenwolf,73,6GLHwIp1K3u1zdLOdPRG0W,Steppenwolf,1968,7dowgSWOmvdpwNkGFMUs6e,rock,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,210373
4xlEKYv7HmC8zXoJIbpZKM,"Steady, As She Goes",The Raconteurs,68,4Z1sCXBHHKWCsScOLAfuig,Broken Boy Soldiers,2006-05-15,7dowgSWOmvdpwNkGFMUs6e,rock,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,215267
4lJ6YVXQ0jUk5ILu0PSrA4,Ooh La La,Faces,70,4eTVgxB6wm5eGvesA4cUN5,Ooh La La,1973,7dowgSWOmvdpwNkGFMUs6e,rock,0.601,0.574,2,-8.166,1,0.03,0.579,1.14e-5,0.216,0.8,147.964,214080
3Nf8oGn1okobzjDcFCvT6n,I'll Stand by You,Pretenders,71,6MH35oajuCbpS9YBmwTrPf,Last of the Independents,1994-06-01,7dowgSWOmvdpwNkGFMUs6e,rock,0.438,0.606,7,-6.549,1,0.0305,0.3,4.49e-6,0.0754,0.266,133.822,240760
7kF1iPJTj3VFJX9XokQ80F,Slither,Velvet Revolver,64,64GnrmrpL1fvfF0r1AoZLB,Contraband,2004,7dowgSWOmvdpwNkGFMUs6e,rock,0.478,0.974,7,-3.866,1,0.102,2.66e-4,0.0984,0.0738,0.268,141.077,248307
6qLEOZvf5gI7kWE63JE7p3,Interstate Love Song - 2019 Remaster,Stone Temple Pilots,73,57lcTrUlYgfMIPvBUsVU6h,Purple (2019 Remaster),1994-06-07,7dowgSWOmvdpwNkGFMUs6e,rock,0.215,0.927,9,-7.327,1,0.0452,2.73e-4,0.00661,0.126,0.49,170.814,194853
1cU34sZG9kF4FYHCoAD0Ib,Some Kind Of Wonderful - Remastered 1999,Grand Funk Railroad,68,0ib2UtSmLGssyqyoY6X8cm,30 Years Of Funk: 1969-1999 The Anthology,1999-01-01,7dowgSWOmvdpwNkGFMUs6e,rock,0.855,0.691,2,-6.51,1,0.0514,0.144,0,0.36,0.647,121.472,202733
7ACxUo21jtTHzy7ZEV56vU,Crazy Train,Ozzy Osbourne,77,4qUMByJ3Pk94BFnCmGaUPS,Blizzard Of Ozz (40th Anniversary Expanded Edition),2020-09-18,7dowgSWOmvdpwNkGFMUs6e,rock,0.454,0.913,9,-4.008,1,0.107,0.408,2.71e-4,0.248,0.521,137.688,293183
6s0NHplywwr1IjnQpUpWJk,Bad To The Bone,George Thorogood & The Destroyers,70,2YeoeDa3soxjD4ANZGG1fj,BAD TO THE BONE,1982-01-01,7dowgSWOmvdpwNkGFMUs6e,rock,0.459,0.727,0,-11.777,1,0.0303,0.00614,0.0652,0.384,0.955,149.231,292173
6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,Kansas,77,6oU298pdPTCQnMx1PYwyUA,Point Of Know Return (Expanded Edition),1977,7dowgSWOmvdpwNkGFMUs6e,rock,0.475,0.322,7,-10.687,1,0.0283,0.367,5.6e-4,0.11,0.387,93.503,206267
