x,y1,y2,y3
1,1.2437731663857334,4.90798094565603,-1.5096645125935009
1,3.637521514680673,0.014944581314018102,-3.937974904665426
1,4.659018944296772,7.242849633686035,-1.3303363309760163
1,2.8262712746356025,2.320192664417945,-0.4049992615401309
1,1.2753779447922544,2.3887188174607044,1.7691406101350582
1,-1.3389168155069058,2.0038105805178823,-3.5836615568578183
1,-0.05628530185146596,3.677820900749331,-3.1913570416925467
1,5.054156452518649,1.96568896932858,-1.5900845566895851
1,2.7087126099745853,0.3769921632904878,0.3813839790424802
1,1.2595393751146071,-0.08935858938958319,-1.4999348871364149
1,2.1145390295352695,2.8677935535172345,-0.7332070976449263
1,5.716957167456994,7.6597270012647485,-0.11395548954267054
1,5.670894247927257,2.9244778083245824,-2.4768395389937714
1,4.7645460091437695,5.130480738467977,-2.4728971681540255
1,0.8667355303338797,2.806714507735915,-3.222752712951576
2,10.232734281052194,4.390247822907129,-4.472900872471303
2,6.704059931774966,2.749352471155461,-4.753328524393501
2,10.965140582140892,2.0182864466290855,-4.662422874708337
2,11.087754235072655,11.926061012541016,-3.9938165650890958
2,9.29482774776442,8.85968624245173,-1.4880316902687851
2,7.042083982599352,5.931928485937522,-1.3028056997065387
2,9.990230433942441,11.255505880210844,-2.5270945903403623
2,8.680122868528088,3.194946774378842,-3.0882545236071315
2,9.665781457371537,2.8502072388051753,-3.061874376626502
2,8.117999852903298,7.650460689871851,-1.5673299016316031
2,10.638358311757495,3.60409372884916,-4.854650576431865
2,13.040688179561903,1.00850616203368,-1.1596620336118293
2,7.996165407175108,4.678075493678251,-1.1394745473399464
2,9.05486406381437,5.763377601612077,-2.530647300127567
2,9.858418595726784,9.143244999094183,-1.6889052724490725
3,17.410649428860903,5.678029275520757,-5.940420667878762
3,19.030537814544672,13.66928151467822,-4.304218587445552
3,15.920216413030108,3.4254962546345595,-5.675571421269162
3,18.510735883302587,9.298345312953135,-3.8003979185849066
3,18.63676919531982,7.780878236216382,-5.716856756116755
3,18.342895906354673,0.8609616765833028,-5.3656358220543074
3,21.07184959303154,2.4745343093973338,-6.0378466212395
3,18.98912179947086,11.877555885000472,-5.595528485438441
3,17.66138075947176,11.765762743468803,-4.725574701784735
3,19.94028751201283,11.208917942289357,-5.330853504712347
3,19.96508333062754,18.834381356894923,-5.589438258395874
3,22.939469764432655,14.584874017156045,-6.046935879468535
3,21.97225136863179,14.345714920304811,-3.6559232752054904
3,20.053010689439347,-2.6215042974297997,-5.899498905149293
3,18.135757899499524,11.373277509187181,-4.796621931567528
4,30.401631377562733,7.985621504747474,-6.546872356479306
4,35.244379379198975,15.282069421134668,-5.795532636024788
4,31.985820347376198,2.5587892238734016,-6.765812604524544
4,32.53259664195682,5.454083389985506,-7.396679510469161
4,31.831958377575887,20.448395172200993,-6.941434028045878
4,33.04886020277978,9.998872890927384,-6.2212386690521
4,32.278771235776816,6.119934130644868,-6.191239350241621
4,32.26524749266494,2.8987294481920634,-6.911902525660119
4,30.351730741054016,23.093568771733736,-7.841380149265269
4,34.02854146936344,-7.816226310629379,-6.158701975081965
4,33.50839537515905,8.95977765869109,-6.296158447514855
4,32.07593321451695,-2.6659022287372753,-6.390681169096959
4,32.93008316476858,11.80336821531185,-6.473802833212661
4,31.44546245054885,12.05123937528797,-6.6521841168971285
4,34.74310140509557,6.259248559319115,-6.024903304684671
